school,title,topic,time,custom_minutes_per_week,location,requirements,description_evaluation_method,description_overview
WCAS,ECON 416-3-20 Advanced Macroeconomics,,MoWe 9:00AM - 10:50AM,220,Kellogg Econ Classroom 3301,[],,Contact the department for further information
WCAS,ECON 420-1-20 American Economic History,,MoWe 6:30PM - 8:20PM,220,Kellogg Econ Classroom 3301,[],,Contact the department for further information
WCAS,ECON 330-0-20 Behavioral Economics,,MoWe 7:00PM - 8:20PM,160,Technological Institute L361,"['MajorOther', 'ClassRequirement']","There will be one midterm exam during the quarter and a final exam. There will also be a paper. Each of the exams will account for 40% of the possible points. The paper accounts for the remaining 20%. This class is designed for someone with a sincere interest in the idea of incorporating results of psychology and neuroscience into economics. I expect discussion to play a meaningful role in the class. While a grade for class discussion will not be assigned, class discussion will definitely be considered in the case of a borderline grade.","Behavioral economics incorporates results from psychology in the attempt to gain deeper insight into economic behavior, to make better predictions, and to generate improved policy prescriptions. A core belief of behavioral economists is that, since psychology studies human judgment and behavior, our understanding can be improved by utilizing more realistic psychological underpinnings of economic analysis. This course surveys these attempts to improve the field of economics."
WCAS,ECON 249-0-20 Business Strategy,,MoWeFr 9:30AM - 10:50AM,240,Technological Institute M345,"['MajorOther', 'Other']",Three unit exams (25% each) and a project completed by a small team of students (25%). The last unit exam is usually scheduled for the last day of class and the project is due during finals week (but can be submitted early or completed from afar).,"In most markets, firms compete for customers by making profit-maximizing decisions about prices, capacity, location, quality, variety, investment and product innovation. These decisions are especially interesting when there are several firms with interdependent payoffs; e.g., the choice of one firm to cut its price or close a retail store affects not only its profits, but also rival firms' profits. Inspired by both classical and modern readings about strategy, we develop and employ game theory tools to study firm behavior in a variety of scenarios, beginning with static (one period) models, and then turning to dynamic settings, in which firms may pursue profits through mergers, R&amp;D investments, or the timing of a product launch. We also explore pricing schemes as well as tactics managers might use to modify the business environment in ways that enhance their firms' long-run profits. E.g., a firm may try to drive rivals out of the market, keep potential rivals from entering the market, or cooperate with rivals - strategies that may dampen competitive forces and possibly run afoul of antitrust laws."
WCAS,ECON 381-2-20 Econometrics,,MoWeFr 2:00PM - 3:20PM,240,Harris Hall L07,"['MajorOther', 'ClassRequirement']","Grades will be based on problem sets, two midterms, and a final project.","This is the second course in the upper level econometrics sequence. We will delve deeper into the tools introduced in Econ 381-1, and we will ask when we are interested in causal effects and when estimates can be considered causal. Topics covered will include control variables, panel data, instrumental variables, difference-in-differences, and regression discontinuity designs. We will cover how to critically evaluate econometrics and statistical methods used in policy analysis by discussing academic papers and policy briefs."
WCAS,ECON 480-3-20 Econometrics,,TuTh 9:00AM - 10:50AM,220,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 412-3-20 Economic Theory and Methods,,MoWe 1:30PM - 3:20PM,220,Kellogg Econ Classroom 3301,[],,Contact the department for further information
WCAS,ECON 371-0-20 Economics of Energy,,TuTh 2:00PM - 3:20PM,160,University Hall 122,"['MajorOther', 'ClassRequirement']","There will be two in-class exams, which will count for 70% of the grade. The remainder will be problem sets and a simulation game (the Electricity Strategy Game).","The goal of this course is to understand the functioning and regulation of energy markets. The energy sector is a vital input to the economy. It is often highly concentrated, generating concerns about competition, and a big emitter of greenhouse gases and other pollutants, generating concerns about the environment. As a consequence, the energy sector is subject to substantial economic and environmental regulation. We will use economic theory and empirical evidence to analyze the real-world operation of electricity, oil, and natural gas markets. These tools will allow us to critically understand how these markets are regulated. We will examine policies in a range of current topics. For example: Why has the performance of electricity markets been debated? Who pays the bill of carbon regulation? What are the pros and cons of renewable energy policies? What are the prospects for energy efficiency improvements? The course will draw upon material taught in Economics 310-1, 310-2, and 281, with the tools from Econ 310-1 and 281 being absolutely essential."
WCAS,ECON 342-0-20 Economics of Gender,,TuTh 12:30PM - 1:50PM,160,University Hall 122,"['MajorOther', 'ClassRequirement']",Two midterm exams; problem sets; quizzes; final assessment (electronic submission). Midterm exams will happen in the evening.,"In this course, we will look into the many different facets of the economics of gender. We will study economic decisions that individuals and households face from a unique gender perspective. The topics we will cover include, among others: the status of women around the world, education, marriage, fertility, labor supply, household decision-making, and discrimination. The class will put an emphasis on applied microeconomic theory and empirical analysis. A combination of econometric techniques and theoretical models will feature prominently in the course. For each topic, we will study concrete examples emanating from all over the world, and make an intensive use of statistics and econometrics. We are also very much interested in understanding the relationship between research and public policy. findings?"
WCAS,ECON 414-3-20 Economics of Information,,TuTh 9:00AM - 10:50AM,220,Kellogg Econ Classroom 3301,[],,Contact the department for further information
WCAS,ECON 307-0-20 Economics of Medical Care,,MoWeFr 11:00AM - 12:20PM,240,Technological Institute L361,"['MajorOther', 'ClassRequirement']","Problem sets, a midterm and a final exam","This class will help students understand the key economic forces that have shaped the US health care and health insurance industry. What role do the particularities of health care and health insurance as economic goods play in explaining the size and growth rate of the health care sector? What's the effect of private incentives, adverse selection, moral hazard, and regulation? What's the effect of different organizational structures of health care provision? What can we learn from comparing the US health care / health insurance system to other countries' systems? Students will learn that these issues are important in the current public policy discussion."
WCAS,ECON 372-0-20 Environmental Economics,,MoWeFr 3:30PM - 4:50PM,240,Tech Institute Lecture Room 5,"['MajorOther', 'Other']","There will be homework, a research proposal, and two exams. One exam will be in the middle of the quarter; the second exam will be on Friday, 29, from 3:30-5:00.","The environment and our natural resources are scarce yet their values are quite hard to determine. Furthermore, there are a variety of problems with the incentives to use them well. Using the tools of microeconomic analysis and some econometrics, this course will define and examine &quot;environmental problems&quot; in terms of economic efficiency. We will also discuss the methods (and shortcomings of these methods) used by economists and policymakers to place dollar values on environmental amenities (since such valuations will determine what policy options are deemed &quot;efficient&quot;), such as benefit-cost analysis. Then we will apply these tools to look at a particular set of environmental problems caused by negative externalities transmitted through naturally occurring amenities, and the effects of the policies we construct in response to these problems. NOTE: This class is not open to students who have taken Economics 370: Environmental &amp; Natural Resource Economics."
WCAS,ECON 329-0-20 Experimental Economics,,MoWeFr 9:30AM - 10:50AM,240,Swift Hall 107,"['MajorOther', 'ClassRequirement']","Problem Sets, Group Project, and Final Exam","The primary object of this course will be to use economic laboratory experiments - essentially interactive classroom activities from your perspective - to (1) help you solidify your understanding of economic principles, (2) give you insight into how, why, and when some models perform well while others struggle to predict outcomes, and (3) allow you to evaluate the legitimacy and applicability of conclusions based on economic experiments."
WCAS,ECON 501-0-20 Graduate Student Seminar,,MoWe 11:00AM - 11:50AM,100,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 450-3-20 Industrial Organization,,TuTh 11:00AM - 12:50PM,220,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 460-1-20 International Economics,,Mo 3:30PM - 5:20PM,110,Kellogg Econ Classroom 3301,[],,Contact the department for further information
WCAS,ECON 281-0-20 Introduction to Applied Econometrics,,MoWeFr 1:00PM - 1:50PM,150,Tech Institute Lecture Room 2,['MajorOther'],"Grades will be based on problem sets, two midterm exams, and a final exam.","In this class, we will cover hypothesis tests and confidence intervals under both regression with a single regressor and multiple regression, nonlinear regression functions, and regression with a binary dependent variable, among other topics. We will also complete multiple computer problem sets involving Stata."
WCAS,ECON 201-0-20 Introduction to Macroeconomics,,MoWeFr 9:00AM - 9:50AM,150,Harris Hall 107,['MajorOther'],Two midterms and a final,"This is an introductory course in economics with an emphasis on macroeconomics. The first, more 'microeconomic' third of the course will cover general topics such as scarcity, choice, how the market system works and the effects of government intervention. This will take us up to the first midterm. We'll then turn to long-run macroeconomics and consider such things as economic growth, unemployment and perhaps the significance of the US current account deficit. This should take us through to the second midterm. We'll then look at money and inflation. We'll finish with short-run macroeconomics, with a focus on the role of monetary and fiscal policy in stabilizing the business cycle. En route, time permitting, we will consider such contemporary issues as the role of economic policy in addressing environmental concerns and the recent financial crisis."
WCAS,ECON 202-0-20 Introduction to Microeconomics,,MoWe 4:00PM - 5:20PM,160,Harris Hall 107,['MajorOther'],Assignments and Exams,"This course emphasizes economic principles used to analyze individual and firm behavior. Students will be introduced to core terminology and modes of analysis for studying the production and distribution of goods and services in the economy. An overarching goal is to gain insight into how, when, and why markets fail or succeed. This includes applying simple models to predict outcomes given particular public policies, as well as understanding the criteria for evaluating such outcomes. Specific topics include gains from trade, supply and demand, elasticity, externalities, costs of production, perfect competition and monopoly."
WCAS,ECON 202-0-40 Introduction to Microeconomics,,MoWeFr 3:00PM - 3:50PM,150,Harris Hall 107,['MajorOther'],"Midterm exams, weekly problem sets and a final exam.","This course emphasizes economic principles used to analyze individual and firm behavior. Students will be introduced to core terminology and modes of analysis for studying the production and distribution of goods and services in the economy. An overarching goal is to gain insight into how, when, and why markets fail or succeed. This includes applying simple models to predict outcomes given particular public policies, as well as understanding the criteria for evaluating such outcomes. Specific topics include gains from trade, supply and demand, elasticity, externalities, costs of production, perfect competition and monopoly."
WCAS,ECON 339-0-20 Labor Economics,,TuTh 9:30AM - 10:50AM,160,Annenberg Hall G21,"['MajorOther', 'ClassRequirement']",Two midterm exams; problem sets; quizzes; final assessment (electronic submission). Midterm exams will happen in the evening.,"In this course, we will study the many different facets of labor economics. We will look into the economic decisions that individuals, households, firms, and governments face in relationship to the labor markets. The topics we will cover include, among others: the decision to participate in the labor market, the trade off between labor and leisure, the demand for labor by firms, the impact of minimum wages, labor mobility, human capital acquisition, discrimination, and the link between labor markets and crime. The class will put an emphasis on applied microeconomic theory and empirical analysis. For each topic, we will study concrete examples emanating from all over the world, and make an intensive use of statistics. We are also very much interested in understanding the relationship between research and public policy."
WCAS,ECON 311-0-20 Macroeconomics,,MoWeFr 12:00PM - 12:50PM,150,Tech Institute Lecture Room 2,['MajorOther'],"Homework, TA section quizzes, and three in-class exams. The last test will be on Friday, May 29.","The macroeconomy is the most complex system ever studied by humans. This course develops several models that explain long and short run behavior of the macroeconomy and its sub-parts. These include output, interest and inflation rates, labor and financial markets, government and international balance. Students will be expected to understand how the interaction of the goods market and the money/asset markets can lead to possible multiple equilibria in macroeconomics, how the economy can get stuck in bad ones, and how fiscal and monetary policies may make matters better...or worse. Students will understand the measurement of price level changes, labor market variables, productivity, and the macroeconomic imbalances that can exist with the government budget and for assets and trade flows between nations in world markets. Students will understand the monetary and financial systems and how they contributed to our current situation, both in the US and Europe. Students will also understand the determinants of long run economic growth, and the resulting implications."
WCAS,ECON 411-3-20 Macroeconomics,,TuTh 1:00PM - 2:50PM,220,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 310-1-20 Microeconomics,,TuTh 2:00PM - 3:20PM,160,Harris Hall 107,['MajorOther'],"Final - 60%, Midterm - 30% and Problem Sets - 10%","This course is concerned with the analysis of consumer and producer behavior in market economies. It is the foundation for all the 300-level courses offered by the Economics Department. It introduces students to key concepts and analytical techniques in modern microeconomic theory. The first part of the course examines the demand side of the market: consumers' preferences, individual and market demand. The second part examines the supply side: cost functions, output decisions, and technology adoption. The last part examines welfare and government intervention in perfectly competitive and monopolistic markets. Equilibrium in oligopolistic markets is discussed in the follow-up course Economics 310-2."
WCAS,ECON 310-2-20 Microeconomics,,TuTh 3:30PM - 4:50PM,160,Tech Institute Lecture Room 3,"['MajorOther', 'ClassRequirement']","Three problem sets, two midterms and one final exam.","This course introduces the major topics of microeconomics that are typically not covered in 310-1. It focuses on decision theory and game theory. In particular, how do individuals make choices under risk and uncertainty, how do individuals, firms and countries interact in strategic situations, whether people can cooperate over time and achieve more efficient outcomes."
WCAS,ECON 410-3-20 Microeconomics,,MoWe 9:00AM - 10:50AM,220,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 308-0-20 Money and Banking,,MoWeFr 2:00PM - 3:20PM,240,Tech Institute Lecture Room 5,"['MajorOther', 'ClassRequirement']","Two midterms (20% each), a final (40%), and problem sets (20% total).","The course examines money, banking, and financial markets in the modern economy. It starts by looking at the structure of financial flows and intermediation in the economy as a whole, followed up by a more intensive look at fixed income and equity markets. It then moves to banking, covering banks' evolving structure and role, as well as the matching response of financial regulation. Finally, the course examines monetary theory and policy, including the function and history of money, modern central banking practice, transmission of monetary policy to economic outcomes, and new innovations in response to the recent crisis."
WCAS,ECON 350-0-20 Monopoly Competition &amp; Public Policy,,MoWeFr 12:30PM - 1:50PM,240,Tech Institute Lecture Room 4,"['MajorOther', 'ClassRequirement']",Three unit exams (100 points each) and an optional final exam (100 points).,"This course focuses on a particular market failure - monopoly - in the context of antitrust law, public utility regulation, network effects, and intellectual property. First, profit-seeking firms may try to reduce competition through price discrimination, resale price maintenance, entry deterrence, predation, horizontal mergers, vertical integration, or collusion. We will use economic theory and landmark legal cases to study the purpose and development of antitrust law, which is meant to reduce the adverse effects of anti-competitive business practices. Next, large fixed costs of building and maintaining a physical network may generate natural monopolies in markets for electric power, cable television, natural gas, and water. We will explore the challenges regulators face when they attempt to apply market controls such as price caps so an essential service remains affordable. We will also ponder the proper role of government in today's digital economy, which features a number of winner-take-all markets, in which bandwagon effects result in convergence to a single operating system, recording technology, or social network. Finally, society might be willing to trade short-term welfare loss for long-term gains by granting temporary monopolies (e.g., patents or copyrights) to provide an incentive to innovate. We will analyze the ideal scope of artificial monopoly rights and the natural tension between intellectual property and antitrust law. Throughout the course we will explore the general topic of regulation and industry cases, both current and historical."
WCAS,ECON 309-0-20 Public Finance,,TuTh 3:30PM - 4:50PM,160,Harris Hall L07,"['MajorOther', 'ClassRequirement']","There will be problem sets, two midterms, and a final exam.","The goal of studying public finance is to understand the proper role of the government in the economy. In this class, among other topics, we will examine the theoretical and empirical effects of programs that target the poor such as the Earned Income Tax Credit and welfare reform, investigate the impact of income taxation on labor supply and savings, and discuss the general theory of social insurance, the U.S. health care system, and health care reform."
WCAS,ECON 535-0-20 Research Seminar in Applied Microeconomics,,Th 3:30PM - 4:50PM,80,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 560-0-20 Research Seminar in Development and Trade,,TBA,,TBA,[],,Contact the department for further information
WCAS,ECON 580-0-20 Research Seminar in Econometrics,,Tu 3:30PM - 4:50PM,80,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 520-0-20 Research Seminar in Economic History,,We 3:30PM - 4:50PM,80,Kellogg Econ Classroom 3301,[],,Contact the department for further information
WCAS,ECON 515-0-20 Research Seminar in Economic Theory,,We 3:30PM - 4:50PM,80,Meets in Non-General PurposeRm,[],,Contact the department for further information
WCAS,ECON 550-0-20 Research Seminar in Industrial Organization,,Mo 3:30PM - 4:50PM,80,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 530-0-20 Research Seminar in Macroeconomics,,Mo 12:00PM - 1:20PM,80,Kellogg Econ Classroom 1410,[],,Contact the department for further information
WCAS,ECON 519-0-20 Responsible Conduct of Research Training,,TBA,,TBA,['AddDepartmentConsent'],,Contact the department for further information
WCAS,ECON 398-1-20 Senior Seminar,,TBA,,TBA,"['MajorOther', 'ClassRequirement', 'AddDepartmentConsent']",,Contact the department for further information
WCAS,ECON 398-2-20 Senior Seminar,,MoWeFr 11:00AM - 11:50AM,150,Annenberg Hall G30,"['MajorOther', 'ClassRequirement', 'AddDepartmentConsent']",,Contact the department for further information
WCAS,ECON 315-0-20 Topics in Economic History,Economic History of Israel,TuTh 11:00AM - 12:20PM,160,Tech Institute Lecture Room 4,"['MajorOther', 'ClassRequirement']","problem sets, midterm exam, final exam","The course provides an overall analysis of the Israeli Economy, its development in the 70 years since the establishment of the state of Israel, and how it coped with various crises during those years. The course will focus on economic growth, the effects of the Israeli-Arab conflict, the inflation crisis and stabilization policy, and on inequality in Israel. We will study those issues by applying fundamental concepts in economic analysis."
WCAS,ECON 315-0-30 Topics in Economic History,Econ Hist Growth Development,TuTh 6:30PM - 7:50PM,160,Tech Institute Lecture Room 4,"['MajorOther', 'ClassRequirement']",There will be a midterm and a final exam.,"In this course, we explore to what extent differences in institutions can explain differences in economic development and economic growth. We take a broad approach to institutions and examine both formal institutions such as constitutions, law, and property rights and informal institutions as such customs, traditions, and codes of conducts. A key feature of these institutions is that they rarely change and crucially affect economic behavior. For instance, lack of clearly defined property rights reduces the ability to obtain credit, and a lack of trust reduces the willingness to engage in economic exchanges. We first focus on understanding better why a specific set of institutions emerged and which sets of institutions have fostered economic development historically. We then discuss the importance of the persistence of institutions for current differences in economic development and economic growth. Last, we will study which institutional changes preceded the rapid economic growth in China and South Korea."
WCAS,ENGLISH 363-1-20 20th-Century Fiction,Modern British Fiction and the First World War,MoWe 3:30PM - 4:50PM,160,Harris Hall L28,[],"Weekly canvas posts, one short analytical paper, final essay, and in-class participation.","This course explores recurring motifs in Edwardian (1901-10) fiction and beyond, providing a clear introduction to British modernism and to the &quot;setting&quot; of the First World War (1914-18). We'll study the cultural and literary shift from naturalism to post-impressionism, as well as other formal changes in British fiction that writers tied to the immediate aftermath of the war and its catastrophic effects. We'll also trace comparable arguments and shifts in painting and aesthetics, and examine related social and cultural preoccupations, among them: changing conceptions of privacy, psychology, and gender; and widespread concerns about rural change, urban decay, national cohesion, military conflict, and the ends of imperialism."
WCAS,ENGLISH 309-0-1 Advanced Creative Cross-Genre Writing,,MoWe 2:00PM - 3:20PM,160,Harris Hall L05,['ClassRequirement'],"Creative writing assignments, peer-reviews, and reading responses, workshop participation.","Much of writing is made up of obsessions. We might use our obsession as catalyst and fuel, something that gets us writing and, if lucky, keeps us writing. And sometimes we write about our obsession directly, hoping (perhaps futilely) to be purged free of it, once and for all. Susan Sontag, while talking about writing and the writer's life, said it simply: &quot;You have to be obsessed. It's not something you'd want to be?it's rather something you couldn't help but be.&quot; In this course we'll explore &quot;obsession&quot; from two main angles: personally and textually. On the personal level, and as a way to get us started, we'll discuss and identify subjects we keep returning to?from harmless infatuations to downright obsessions. Is Kendrick Lamar, Lizzo or the soundtrack from Mama Mia playing nonstop on your headphones, for example? Is there a painting you keep seeing in your mind's eye? What exactly is your relationship with a well-made cheeseburger? What is the chronic conflict of your life? On a textual level, we'll read stories, essays, and books that deal with obsession in one form or another, or reveal the linguistic obsessions the author held while writing them.<br/><br/>Students will have the option to write a creative non-fiction essay or a short story. This class is for serious writers who are unafraid of taking real risks, unafraid of true rewrites/revisions, unafraid of working hard toward turning a good story or an essay into a great one."
WCAS,ENGLISH 306-0-20 Advanced Poetry Writing,Theory &amp; Practice of Poetry Translation,TuTh 11:00AM - 12:20PM,160,University Hall 418,[],"Written work (&quot;Canvas&quot; responses to reading, draft translations, revised translations, and final papers) as well as class participation should demonstrate students' growing understanding of translation as a practice and as a way of reading poetry and engaging with larger theoretical ideas about literature.","A combination of seminar and workshop. Together we will translate several short poems and study theoretical approaches to literary translation and practical accounts by literary translators. We will approach language, poems, poetics, culture and theoretical issues and problems in relation to each other. Your written work will be due in different forms during the course. In your final portfolio, you will present revised versions of your translations and a research paper on translation.<br/><br/>Prerequisite: A reading knowledge of a second language and experience reading literature in that language. If you are uncertain about your qualifications, please e-mail the instructor at rgibbons@northwestern.edu to describe them. Experience writing creatively is welcome, especially in poetry writing courses in the English Department."
WCAS,ENGLISH 210-2-01 British Literary Traditions,,MoWe 11:00AM - 11:50AM,100,University Hall 102,[],"1 short analysis, final paper, periodic quizzes, and participation.","This course surveys exemplary and outstanding British literature by major authors from the late eighteenth to the early twentieth centuries, putting literary texts in conversation with such historical developments as the French revolution, the industrial revolution, the rise of nationalism and imperialism, new print and transportation technologies, rapidly increasing literacy rates, and a wealth of related cultural arguments."
WCAS,ENGLISH 105-0-20 Expository Writing,,TuTh 11:00AM - 12:20PM,160,University Hall 312,[],,"The Seven Deadly Sins: Pride, Envy, Greed, Lust, Gluttony, Anger and Sloth. While our current society may consider some of these vices trivial, sexy, or downright virtuous, medieval people saw them as direct tickets to hell. Our course will explore the various literary and popular representations of these sins, their transformation from the medieval to modern period, and the possible virtues they generated along the way. We will survey how medieval writers and thinkers first taught the Seven Deadly Sins and their corresponding virtues, while questioning whether these lessons have persisted in our present era. By reading translations of some medieval works, such as bawdy Old French comic tales and epic Middle English dream visions, along with modern authors ranging from Roald Dahl to Jeffrey Eugenides, we will explore the creative ways these vices and virtues have interacted with each other across media, cultures and ages. Our goal is not simply to understand how or why these particular qualities have captured our imaginations for centuries: we will also examine the methods writers used to ensure that their version of the vices and virtues would endure. In doing so, we will ask critical questions about ethics, religion, gender and history, all the while becoming more savvy and astute close-readers of our world today."
WCAS,ENGLISH 101-6-20 First-Year Seminar,Ideas of Justice,MoWe 12:30PM - 1:50PM,160,Harris Hall L05,['Freshmen;Sophmores'],,"This course will examine ideas of justice in western cultural and literary traditions. Biblical prophecy, the trial of Jesus, Plato, and tragedy in Shakespeare will be included. Our exploration will be done in the context of theories of justice. But the literature offers elaborations of theories of justice, both within legal frameworks and beyond, as they shape communities and the private lives of people. We will ask how religious ideas of justice inform and depart from secular ideas of justice, how retributive and distributive ideas of justice are imagined and critiqued, and how the relation between justice and law has been conceived."
WCAS,ENGLISH 101-6-21 First-Year Seminar,Shakespeare's Sex,MoWe 3:30PM - 4:50PM,160,Harris Hall L05,['Freshmen;Sophmores'],,"What was Shakespeare's sex? We will read intensively a small set of plays and other texts by and about William Shakespeare in order to think about sex, sexuality, gender, and desire in his time and ours. How can we &quot;translate&quot; the foreign-yet-familiar languages and intensities of human interaction and emotion we read in Shakespeare into our own understanding? What acts, affections, emotions, and identities counted as &quot;sex&quot; in Shakespeare's time? How can we begin to understand the &quot;sex&quot; of a writer one of whose central skills was continually to cross-voice himself as a variety of women (and sometimes women as young men)? Alongside our close reading, discussion, and writing about A Midsummer Night's Dream, Venus and Adonis, Othello the Moor of Venice, and Twelfth Night, Or What You Will, we will sample biographies (Shakespeare in Love) and feminist and queer criticism that attempt to answer the question of Shakespeare's sex."
WCAS,ENGLISH 101-6-22 First-Year Seminar,"Clouds, Carbon, Weather",TuTh 11:00AM - 12:20PM,160,Allison Residential Comm 1021,['Freshmen;Sophmores'],"Class participation, papers, and a presentation.","From hurricanes to polar vortexes and wildfires, in recent years, weather has frequently appeared in headlines throughout digital and print media. Accompanied by accelerations in global heating, unpredictable seasonal cycles, and political inaction, it has become increasingly clear that not only how weather is spoken about but also the weather events themselves are deeply political. In this freshman seminar, we will consider a variety of contemporary representations of weather from art to fiction to poetry and film to explore the relationship between weather as material event and weather as political context. Where does weather begin and end? What happens when weather becomes not just a mysterious force but an actively produced by-product of industrial expansion? What is &quot;totalizing&quot; about both weather and politics?"
WCAS,ENGLISH 101-6-23 First-Year Seminar,Debating Dystopia,TuTh 12:30PM - 1:50PM,160,University Hall 418,['Freshmen;Sophmores'],"Participation, two short experimental papers (1-2 pages), one close reading essay (4-5 pages), final paper (6-7 pages).","From the recent groundswell of references to The Handmaid's Tale in feminist protest practices to several new screen adaptations of work by Ray Bradbury and Phillip K. Dick, dystopian fiction is currently having an influential moment. This course will explore the current fascination with dystopia, especially as the form relates to modes of political debate. How do dystopias produce their own argumentation in the form of narrative? How have they spurred debate in different historical moments? How well do political arguments and media adaptations based on dystopian fiction represent their source material, and why might that matter? The class will take up these questions as we approach a selection of both classic and contemporary literary dystopias, as well as some of their major film and television adaptations."
WCAS,ENGLISH 101-6-25 First-Year Seminar,At Home on the Great Lakes,TuTh 3:30PM - 4:50PM,160,University Library 4670,['Freshmen;Sophmores'],"Class participation, in-class writing exercises, essays, presentation.","If you attended high school in the U.S. or Canada, you may recall learning the acronym &quot;HOMES&quot; to help you remember the names of the five Great Lakes. While this proves a handy mnemonic device, it also presents a distant view of the Great Lakes Basin that begs the question: what does it mean to make home here? Who lives here, and what kinds of &quot;homes&quot; have they built? In this seminar, we will challenge ourselves to rethink the physical and social geographies surrounding the Great Lakes by reading works that complicate &quot;official&quot; mappings of this region with more local, experiential accounts of place. We will look closely at how various texts and objects (from short stories, hymns, and a dystopian novel to monuments, maps, and birch bark) emerge out of specific places in the Great Lakes Basin and remap those places by disrupting broader national narratives that erase their particularities. Starting on Lake Michigan's shores and moving outward to the rapids of Niagara Falls, Lake Superior's stunning Pictured Rocks, and even a post-apocalyptic Ontario, our explorations of place will engage with a range of questions: What happens when we view Chicago and its waterways as Native space? What forms of communal homemaking are reflected by the ships, canoes, buildings, neighborhoods, and cities in and around the Great Lakes? How do lake ecosystems relate to global climate change? Along the way, students will experiment with place-based digital tools (such as StoryMap software and the Native Land territories app) and will have the opportunity to research a place that captures their interest."
WCAS,ENGLISH 101-6-26 First-Year Seminar,Speculative Fictions: Race &amp; Space,MoWe 11:00AM - 12:20PM,160,University Hall 418,['Freshmen;Sophmores'],,"Literature to film, creators of science fiction and fantasy grapple with the relationship between people and places, exploring our understanding of racial, ethnic, or sexual minorities through fiction. Some stories take place in fictionalized versions of real world locales, from the eerie version of Transylvania in Bram Stoker's Dracula (1897) to the futuristic Republic of Gilead in Margaret Atwood's The Handmaid's Tale (1986), while others create otherworldly new places, such as Ursula K. Le Guin's dragon-infested Earthsea or the extra-terrestrial planet of Octavia Butler's &quot;Bloodchild&quot; (1984). Surveying a range of literature, film, and television from Dracula to Star Trek, we will track the developments of ideas about race, science and technology, sexuality and gender, and national identities as they appear in science fiction and fantasy, preparing you for your own role as a thoughtful participant in popular culture and academic research."
WCAS,ENGLISH 105-6-20 First-Year Seminar,Sustaining Sociolinguistic Diversity,TuTh 2:00PM - 3:20PM,160,555 Clark 230,['Freshmen;Sophmores'],"Evaluation and quarter grades will be based on two papers, a portfolio of short writing assignments, and participation in class discussions, workshops, presentations, and exercises. There will be no exams. Some work will be done individually and some will be completed in teams. Papers will be written in stages and revised with feedback from the instructor and peers.","Scholars of language and writing argue that language and its modes, varieties, genres, and rhetorical strategies are always shifting, flexible, and contested. Thus, sociolinguistic diversity?differences across and within spoken and written languages and dialects?is inevitable. This seminar will explore the ways in which language difference is situated in current discourses, considering language in written, spoken, and signed forms. We will disrupt monolingual ideologies that infiltrate those discourses, focusing on the ways in which difference in language is an asset to individuals, cultures, and institutions. The course will consider how our sociolinguistic diversity sustains us, how we can sustain sociolinguistic diversity, and how we can create more equity and inclusion around language differences in a variety of social contexts. Students will formulate and consider their own questions about sociolinguistic diversity, equity, and inclusion in papers and presentations. Students of all sociolinguistic backgrounds are welcome to take this seminar, and our course design will provide direct benefits to students who identify as international, multilingual, and/or native speakers of non-mainstream Englishes."
WCAS,ENGLISH 490-0-20 Independent Reading,,TBA,,TBA,['AddDepartmentConsent'],,Contact the department for further information
WCAS,ENGLISH 205-0-20 Intermediate Composition,,MoWeFr 11:00AM - 11:50AM,150,University Hall 112,[],The writing assignments comprise 85% of the course grade. Class discussion comprises 15% of the grade.,"The goal of this course is to develop your ability to write clearly, persuasively, and interestingly for a variety of audiences. Students will learn techniques for writing effective informative, reflective, persuasive, and research essays. These techniques include the effective use of specific details; methods of organizing ideas clearly; strategies for editing sentences for clarity and conciseness; and ways to give your writing a distinctive voice. Students will submit drafts and revisions of essays."
WCAS,ENGLISH 275-0-01 Introduction to Asian American Literature,,TuTh 9:30AM - 10:50AM,160,University Hall 121,[],,"This course is composed of two parts. The first is an introduction to foundational works of 20th-century Asian American literature. We will begin with the newspaper stories of Hisaye Yamamoto, continue with works on labor by Carlos Bulosan and Peter Bacho, and conclude with Maxine Hong Kingston's genre-defying The Woman Warrior. The second part is a study of contemporary texts: Chang-rae Lee's Native Speaker, Jhumpa Lahiri and Viet Nguyen's short stories, and Karen Tei Yamashita's Tropic of Orange."
